,Unnamed: 0,dt,E,dE,K,dK,neff
0,0,1,-42.79860074598327,0.005605567746324106,7.447875917974542,0.0003116923866528512,3410.7313156701616
1,1,3,-42.75914340580943,0.005623153257876814,7.301842622425126,0.00036705902767015787,3431.2473450360017
2,2,6,-42.7733022487276,0.005179991769810536,7.300656658475262,0.0003750603916432214,3985.103961644433
3,3,9,-42.77761336405199,0.005410447157508512,7.310394506531078,0.00035835284290935417,3689.6065185610637
4,4,15,-42.82109145609244,0.005609228543744006,7.3018206133962655,0.0003353040906390292,3437.656284334923
5,5,30,-43.074112393559425,0.005983330345228962,7.3573248773526645,0.00035331990890596346,2986.9729049658604
6,6,45,-43.368583446969474,0.006672314978011349,7.634413999991574,0.0004342568012231732,2424.3833172971076
7,7,90,-43.336373860544064,0.00654315716696393,8.350384791575882,0.0006208480132156359,2558.8186916809327
